Sujetos,Condición,num_palabras_unicas_norm,primera_persona_norm,tercera_persona_norm,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm,Positivo pysent,Negativo pysent,Intensidad pysent,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_LSC,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density,Detalles internos norm,Detalles externos norm
11,presencial,0.3949146484221186,0.0309597523219814,0.0433436532507739,0.1640866873065015,0.0990712074303405,0.0712074303405572,0.0990712074303405,0.0154798761609907,0.0185758513931888,0.0595435723662376,0.3155167400836944,0.3750603124499321,1.0866336321722347,1.0662226524740133,1.071056150514914,166.0,26.0,17.642384105960268,3.63855421686747,0.032064128256513,5.285921802804173,0.047618394187188,0.0,4.0,17.0,0.0110259218692953,0.6281512605042017,0.3718487394957983
12,presencial,-0.5908223722127263,0.056910569105691,0.048780487804878,0.1463414634146341,0.1382113821138211,0.08130081300813,0.032520325203252,0.032520325203252,0.065040650406504,0.0602899156510829,0.0544820316135883,0.1147719472646713,1.0242674895439934,0.8855235109186562,0.7696263360632489,73.0,14.0,13.14782608695652,3.1232876712328768,0.0069444444444444,5.914701211038246,0.0185257664709719,1.0,2.5,2.333333333333333,0.0216894977168949,0.4655172413793103,0.5344827586206896
13,presencial,0.1214563389563299,0.0098039215686274,0.0735294117647058,0.1813725490196078,0.1176470588235294,0.0539215686274509,0.0588235294117647,0.0196078431372549,0.0735294117647058,0.0657154247164726,0.1213649436831474,0.18708036839962,0.9397563367454248,0.8088962018562816,0.8601177925934398,110.0,18.0,15.502747252747248,3.2545454545454544,0.0266272189349112,5.403007275598962,0.0299898333989243,0.0,0.0,3.0,0.014929107589658,0.8800448430493274,0.1199551569506726
14,presencial,-0.3048503511497006,0.0116279069767441,0.0755813953488372,0.1802325581395348,0.1104651162790697,0.0523255813953488,0.0872093023255814,0.005813953488372,0.0174418604651162,0.1288131922483444,0.0709051191806793,0.1997183114290237,0.9500381312431714,0.859839588632275,0.6862740487575216,96.0,16.0,16.574074074074076,3.3541666666666665,0.028169014084507,5.639163124503698,0.0662037418893654,0.0,2.0,12.0,0.0176535087719298,0.7976973684210527,0.2023026315789473
15,presencial,-0.1036385946203097,0.0,0.0434782608695652,0.1545893719806763,0.1304347826086956,0.0531400966183574,0.0772946859903381,0.0338164251207729,0.038647342995169,0.1995072215795517,0.0418524704873561,0.2413596920669078,1.1020457887731565,0.990573879072922,1.0419910826631855,98.0,16.0,12.819444444444445,3.5510204081632653,0.0157342657342657,4.889289513056041,0.0365216544159429,0.0,6.0,5.0,0.018304228908058,0.7045454545454546,0.2954545454545454
16,presencial,0.0704295212273763,0.0384615384615384,0.0384615384615384,0.1394230769230769,0.1394230769230769,0.0576923076923076,0.110576923076923,0.0144230769230769,0.0048076923076923,0.0110020786523818,0.7177524566650391,0.728754535317421,0.9721806074404566,0.9708449703533524,0.9149552885514454,118.0,17.0,15.996287128712876,3.389830508474576,0.0281385281385281,5.401554048820692,0.0194423840963389,0.0,2.0,5.0,0.0144864551644212,0.6024590163934426,0.3975409836065574
17,presencial,-0.0552882503111984,0.0491803278688524,0.0444964871194379,0.1592505854800937,0.1428571428571428,0.0444964871194379,0.1100702576112412,0.0070257611241217,0.0234192037470726,0.0616774894297122,0.1515076756477356,0.2131851650774479,0.9924044938518782,0.9650019572905948,0.9149335101995936,183.0,24.0,11.065476190476188,4.120218579234972,0.0295950155763239,4.745961787872555,0.0502243166654007,0.0,9.0,23.0,0.011319281811085,0.6365740740740741,0.3634259259259259
18,presencial,0.0040718421544825,0.0098591549295774,0.0774647887323943,0.1915492957746478,0.1014084507042253,0.0732394366197183,0.080281690140845,0.0197183098591549,0.0197183098591549,0.0175349004566669,0.3177084326744079,0.3352433331310749,0.9445031896415188,0.8918120575209179,0.900413217000411,214.0,28.0,12.936936936936938,5.186915887850467,0.0529908972691807,4.374547421582484,0.0874765391977694,0.0,15.0,58.0,0.0121758588916677,0.3997194950911641,0.6002805049088359
19,presencial,-1.1489704787700872,0.0188679245283018,0.0754716981132075,0.1698113207547169,0.1132075471698113,0.0566037735849056,0.0566037735849056,0.0188679245283018,0.0,0.0043967454694211,0.8752157092094421,0.8796124546788633,0.5592515951759466,0.5355219554502658,0.4881873443711494,38.0,7.0,12.727272727272725,2.5789473684210527,0.0,5.916824001034517,0.0533625730994152,0.0,0.0,2.0,0.034850640113798,0.6,0.4
20,presencial,0.2466212642745903,0.014388489208633,0.0467625899280575,0.1294964028776978,0.1079136690647482,0.0827338129496402,0.1258992805755395,0.0251798561151079,0.0431654676258992,0.0229249130934476,0.4865426123142242,0.5094675254076719,0.9749433511154612,0.9485811677816334,0.907428790751275,153.0,23.0,15.839552238805972,3.4901960784313726,0.0207253886010362,5.370761833034726,0.0193395247969953,0.0,5.0,9.0,0.0114809081527347,0.6973684210526315,0.3026315789473684
21,presencial,0.1298645020679141,0.031700288184438,0.0345821325648415,0.1412103746397694,0.1354466858789625,0.0576368876080691,0.1210374639769452,0.0144092219020172,0.0172910662824207,0.1668240129947662,0.0580049194395542,0.2248289324343204,0.7830071490052902,0.8519738241593665,0.7689576322000091,165.0,27.0,13.490445859872612,3.806060606060606,0.0252525252525252,5.110585150871425,0.0384148594210513,1.0,3.5,18.33333333333333,0.0116038433111603,0.6574754901960784,0.3425245098039216
22,presencial,0.5033714438167572,0.0432098765432098,0.0771604938271604,0.1875,0.1296296296296296,0.0516975308641975,0.0787037037037037,0.0285493827160493,0.0138888888888888,0.4290921688079834,0.027041932567954,0.4561341013759374,0.9941219657961632,0.9704179454200637,0.9569327066073694,417.0,46.0,12.623886255924171,5.05515587529976,0.0292867264997638,4.221004820547037,0.0816762173958238,2.0,17.0,117.66666666666669,0.006075908503966,0.7524449877750611,0.2475550122249388
23,presencial,-0.5229142897065463,0.0344827586206896,0.0517241379310344,0.1494252873563218,0.1149425287356321,0.0747126436781609,0.0804597701149425,0.0402298850574712,0.0057471264367816,0.0091780265793204,0.7935885787010193,0.8027666052803397,0.9612123222244128,0.9848336920140894,0.9925799665862464,94.0,18.0,12.60126582278481,3.3404255319148937,0.03125,4.997255899788351,0.0811769049616197,0.0,2.0,9.0,0.0179592770533058,0.6304347826086957,0.3695652173913043
24,presencial,-0.7848327918463868,0.0153256704980842,0.0957854406130268,0.1762452107279693,0.1264367816091954,0.053639846743295,0.0919540229885057,0.0076628352490421,0.0153256704980842,0.040630854666233,0.2285367101430893,0.2691675648093223,1.0419897967304328,0.9848557319051036,0.943065052305077,129.0,21.0,12.201476793248943,3.674418604651162,0.0248447204968944,5.061728728677997,0.0470658073771735,0.0,3.0,11.0,0.0143531976744186,0.5,0.5
25,presencial,1.0890304932807235,0.0222222222222222,0.0634920634920634,0.146031746031746,0.1396825396825396,0.0380952380952381,0.1111111111111111,0.0031746031746031,0.0253968253968253,0.045697808265686,0.1062496975064277,0.1519475057721138,0.841207270587292,0.8237528922523443,0.8411068734351695,148.0,19.0,13.816901408450706,3.824324324324324,0.0203836930455635,4.984470610665181,0.0405431944238392,0.0,1.0,13.0,0.0130079058650487,0.563301282051282,0.4366987179487179
26,presencial,-0.9114467342237872,0.015228426395939,0.0862944162436548,0.1421319796954314,0.1116751269035533,0.0913705583756345,0.1015228426395939,0.0253807106598984,0.0710659898477157,0.5537431836128235,0.0158975236117839,0.5696407072246075,0.8713289473312241,0.8423097507218497,0.8024740732537072,115.0,19.0,15.597297297297295,3.2,0.0152439024390243,5.927922018127935,0.0316841853798375,0.0,5.0,4.0,0.0140350877192982,0.5679611650485437,0.4320388349514563
27,presencial,-1.0127099265578654,0.0087719298245614,0.0614035087719298,0.1578947368421052,0.1184210526315789,0.0394736842105263,0.1491228070175438,0.0175438596491228,0.0219298245614035,0.1271842569112777,0.0836681351065635,0.2108523920178413,0.7969800884142236,0.7702120498861849,0.8046005041006778,118.0,18.0,16.174757281553397,3.457627118644068,0.0212264150943396,5.838304320573371,0.0382723779406072,0.0,5.0,8.0,0.0147761842677096,0.5555555555555556,0.4444444444444444
28,presencial,0.6987780551591044,0.0253378378378378,0.0675675675675675,0.1334459459459459,0.1097972972972973,0.0489864864864864,0.1385135135135135,0.0371621621621621,0.0,0.0054168635979294,0.6884221434593201,0.6938390070572495,1.1480103138313698,1.1203994802173545,1.0605036760885262,206.0,23.0,11.634556623931626,4.650485436893204,0.0340447154471544,4.616795598916397,0.0676657478784322,1.0,5.5,35.333333333333336,0.0113426474070565,0.6036209553158706,0.3963790446841294
29,presencial,-0.153718297931865,0.0208333333333333,0.0791666666666666,0.1833333333333333,0.125,0.05,0.0916666666666666,0.0583333333333333,0.0333333333333333,0.040706131607294,0.1108862087130546,0.1515923403203487,0.8804169051533195,0.8569598560565512,0.8537706590008856,141.0,20.0,16.602222222222228,3.191489361702128,0.0066079295154185,6.120019963225646,0.022961879410181,0.0,5.0,7.0,0.0113981762917933,0.855,0.145
30,presencial,-1.5335189586660396,0.0093457943925233,0.0747663551401869,0.1214953271028037,0.1214953271028037,0.0373831775700934,0.1495327102803738,0.0186915887850467,0.0467289719626168,0.0789489820599556,0.0565558858215808,0.1355048678815364,0.8678904672223324,0.9795895720783776,0.8749911343308225,65.0,10.0,13.3495145631068,3.107692307692308,0.0158730158730158,5.668024178491147,0.0069230769230769,0.0,1.0,0.0,0.0242788461538461,0.6237864077669902,0.3762135922330097
31,presencial,-0.6648592944714745,0.0342368045649072,0.0727532097004279,0.12981455064194,0.101283880171184,0.0527817403708987,0.0827389443651925,0.021398002853067,0.0442225392296719,0.0395339876413345,0.1572939157485962,0.1968279033899307,0.7969480583135319,0.7762709989734,0.7686972798890497,250.0,36.0,14.11284722222222,4.608,0.0284990500316656,4.396582544386795,0.0629609798003739,0.0,9.0,36.0,0.0092530120481927,0.5179083094555874,0.4820916905444126
32,presencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,presencial,-0.3858084997304551,0.040983606557377,0.0655737704918032,0.1147540983606557,0.1393442622950819,0.0983606557377049,0.0655737704918032,0.0081967213114754,0.0163934426229508,0.6494825482368469,0.0163279883563518,0.6658105365931988,0.8771425763829039,0.9113170235684585,0.8854727307975345,82.0,14.0,16.941176470588236,2.8780487804878048,0.0405405405405405,6.664275466284006,0.0358633236682017,0.0,2.0,1.0,0.0177657332128876,0.7681159420289855,0.2318840579710145
34,presencial,-0.6832523891043314,0.0182648401826484,0.0639269406392694,0.2100456621004566,0.1278538812785388,0.0410958904109589,0.0684931506849315,0.0091324200913242,0.0273972602739726,0.0632452219724655,0.1338555067777633,0.1971007287502288,0.949475228016104,1.0222543122898118,0.9355889007141732,114.0,17.0,14.600728155339809,3.5964912280701755,0.0152091254752851,5.168117061060825,0.0289584869035333,1.0,2.5,8.333333333333334,0.0159136780003105,0.616504854368932,0.3834951456310679
35,presencial,-1.733106140305651,0.0141843971631205,0.0638297872340425,0.1631205673758865,0.1134751773049645,0.1063829787234042,0.0921985815602836,0.0212765957446808,0.0,0.0069567346945405,0.6284751296043396,0.6354318642988801,1.208622911881336,1.1125506376420329,0.9908670912578068,75.0,12.0,14.010666666666664,3.306666666666666,0.0654761904761904,5.916622222222159,0.0624919894919894,0.0,1.0,5.0,0.0223423423423423,0.1085714285714285,0.8914285714285715
36,presencial,-0.591939896910072,0.0230179028132992,0.0639386189258312,0.1534526854219949,0.1355498721227621,0.0767263427109974,0.1048593350383631,0.0153452685421994,0.0306905370843989,0.0101215243339538,0.5470251441001892,0.5571466684341431,0.6879693995925706,0.6926639237107964,0.6990014219049989,190.0,26.0,16.206303724928368,3.673684210526316,0.0214669051878354,5.352444440187679,0.0328136640741486,0.0,7.0,6.0,0.0097187412976886,0.6440092165898618,0.3559907834101382
37,presencial,0.807694707798361,0.0268096514745308,0.0482573726541554,0.1608579088471849,0.1474530831099195,0.0536193029490616,0.0697050938337801,0.0214477211796246,0.0375335120643431,0.0107863172888755,0.8614323735237122,0.8722186908125877,0.83088334924721,0.8807047555388001,0.8666548933232997,160.0,25.0,12.838905775075988,4.0625,0.023961661341853,4.798087809993567,0.052877825029859,1.0,9.5,17.333333333333332,0.0127751572327044,0.6490267639902676,0.3509732360097323
38,presencial,0.0980109582377307,0.0389610389610389,0.0714285714285714,0.1298701298701298,0.1331168831168831,0.0389610389610389,0.1071428571428571,0.0,0.0616883116883116,0.0145525271072983,0.4436510801315307,0.4582036072388291,0.9182262422167172,0.915061284623602,0.9077986366725028,144.0,21.0,14.799107142857146,3.875,0.0318681318681318,4.99493164532221,0.057346869509404,0.0,3.0,13.0,0.013548951048951,0.7370820668693009,0.2629179331306991
39,presencial,1.0258459488848548,0.0287878787878787,0.0606060606060606,0.15,0.1606060606060606,0.0469696969696969,0.1212121212121212,0.0151515151515151,0.0075757575757575,0.0379108488559722,0.2367890924215316,0.2746999412775039,1.0429858554529188,1.0120832557940913,1.025804195079055,267.0,33.0,14.484680451127817,4.262172284644195,0.0232383808095952,4.977694286757235,0.043712735320014,1.0,5.5,36.333333333333336,0.0080116020388048,0.4904,0.5096
40,presencial,-0.9189288841395408,0.0420032310177706,0.0662358642972536,0.1583198707592892,0.1421647819063005,0.0630048465266559,0.0920840064620355,0.011308562197092,0.0161550888529886,0.0294914674013853,0.2855502665042877,0.315041733905673,0.8725407861263895,0.8140973436396591,0.8260416964200322,255.0,33.0,11.847870370370366,4.227450980392157,0.026567944250871,4.696299620500872,0.055500993938586,1.0,15.5,36.333333333333336,0.0083217538984097,0.6758595988538681,0.3241404011461318
41,presencial,-0.6268203790153739,0.04296875,0.05078125,0.1328125,0.1328125,0.0390625,0.1015625,0.01171875,0.0234375,0.3099005818367004,0.0189508013427257,0.3288513831794262,0.8955397239367373,0.8157265653237209,0.8556031239715787,130.0,19.0,12.991631799163182,3.6769230769230767,0.0225806451612903,5.108955022791751,0.0372552454711897,0.0,4.0,12.0,0.0142516398330351,0.613556338028169,0.386443661971831
42,presencial,0.5334518913726624,0.0536585365853658,0.0341463414634146,0.1560975609756097,0.148780487804878,0.0439024390243902,0.1146341463414634,0.0048780487804878,0.0170731707317073,0.0562805496156215,0.063553936779499,0.1198344863951206,0.9059859987566452,0.8251498152021405,0.856618451291539,177.0,22.0,11.304247460757152,4.067796610169491,0.0188524590163934,4.688893437224256,0.0427546211089864,1.0,8.5,16.333333333333332,0.0115562403697996,0.7327380952380952,0.2672619047619047
43,presencial,0.2464356627901962,0.0412698412698412,0.0412698412698412,0.1365079365079365,0.1492063492063492,0.0476190476190476,0.1174603174603174,0.0031746031746031,0.0126984126984126,0.0346221029758453,0.1941415220499038,0.2287636250257492,1.002689828718742,0.9402682765086976,0.9478375976656244,144.0,20.0,11.706093189964156,3.8472222222222223,0.0248380129589632,4.739600913324008,0.0591994110908584,0.0,2.0,15.0,0.0134518259518259,0.7325227963525835,0.2674772036474164
44,presencial,-1.3399967098335468,0.0395256916996047,0.075098814229249,0.1778656126482213,0.1067193675889328,0.0711462450592885,0.067193675889328,0.0118577075098814,0.0118577075098814,0.0248792506754398,0.2457509934902191,0.2706302441656589,1.06823995753109,1.032571802898579,1.012892755594693,120.0,16.0,11.847345132743364,3.733333333333333,0.0339285714285714,4.944808786346313,0.0459965916914055,2.0,4.0,12.666666666666666,0.0156862745098039,0.4673507462686567,0.5326492537313433
45,presencial,-0.0421382512947081,0.0329670329670329,0.0586080586080586,0.1611721611721611,0.1208791208791208,0.0421245421245421,0.097069597069597,0.0219780219780219,0.0347985347985348,0.0362660512328147,0.1239206120371818,0.1601866632699966,0.8166726055623431,0.8121232271240919,0.7354502631586575,218.0,29.0,13.136766334440754,4.339449541284404,0.025,4.5449097483136045,0.0669898324647988,1.0,9.5,39.333333333333336,0.0099987316619456,0.5958549222797928,0.4041450777202072
46,presencial,0.0,0.0368852459016393,0.0491803278688524,0.1393442622950819,0.1311475409836065,0.0696721311475409,0.0983606557377049,0.0081967213114754,0.0655737704918032,0.0230452921241521,0.1933897584676742,0.2164350505918264,0.8805880964119033,0.8651065982484388,0.8265668654014149,123.0,19.0,16.02803738317757,3.4796747967479678,0.0235849056603773,5.690768085289316,0.0308878339366144,1.0,1.5,6.333333333333333,0.0142609622817539,0.4888475836431227,0.5111524163568774
47,presencial,0.1670891430521097,0.0344827586206896,0.057471264367816,0.1264367816091954,0.1379310344827586,0.0459770114942528,0.0747126436781609,0.0114942528735632,0.028735632183908,0.1681493073701858,0.1392392516136169,0.3073885589838028,0.7753271907928534,0.699963070228316,0.7600737613682161,93.0,15.0,12.408536585365855,3.5268817204301075,0.0238095238095238,5.013725926179216,0.0225736834374048,0.0,3.0,5.0,0.0191678354371201,0.5326633165829145,0.4673366834170854
48,presencial,-1.349964136195508,0.0380952380952381,0.0380952380952381,0.1714285714285714,0.1428571428571428,0.0666666666666666,0.1047619047619047,0.0,0.019047619047619,0.0051697762683033,0.8044838309288025,0.8096536071971059,0.6707135570520427,0.8899896138117125,0.7154742393250002,60.0,11.0,16.377551020408166,3.2,0.0211267605633802,5.645320246742748,0.0396491466294837,0.0,3.0,6.0,0.0271186440677966,0.4094488188976378,0.5905511811023622
49,presencial,-0.315914617467328,0.0597609561752988,0.0836653386454183,0.147410358565737,0.1195219123505976,0.047808764940239,0.1235059760956175,0.0119521912350597,0.0358565737051792,0.0231421645730733,0.2599362432956695,0.2830784078687429,0.861425702766237,0.8459659442417998,0.6738596554524887,133.0,22.0,17.434210526315788,3.4135338345864663,0.0190677966101694,5.555993273488066,0.0543230452658628,1.0,0.5,11.333333333333334,0.0129300524037366,0.6387867647058824,0.3612132352941176
50,presencial,1.935059772479368,0.0853199498117942,0.0577164366373902,0.164366373902133,0.1530740276035131,0.0451693851944793,0.0803011292346298,0.015056461731493,0.0062735257214554,0.0908899307250976,0.1154172122478485,0.2063071429729461,1.1207558706171858,1.0902819082277864,1.0449686070118558,304.0,39.0,12.09727992087043,4.434210526315789,0.0237638022083533,4.389032486920393,0.0530144400289769,3.0,18.5,43.0,0.0073171790863296,0.8416458852867831,0.1583541147132169
51,presencial,-0.1074493906125824,0.0180995475113122,0.0542986425339366,0.1402714932126696,0.090497737556561,0.0361990950226244,0.1085972850678733,0.0226244343891402,0.0678733031674208,0.0127396825700998,0.6464554667472839,0.6591951493173838,0.7714704049225387,0.8447681054933157,0.8435479854250613,116.0,19.0,16.18090452261307,3.327586206896552,0.0292792792792792,5.795925027436155,0.0371759731804728,0.0,3.0,3.0,0.0144677661169415,0.5993723849372385,0.4006276150627615
52,presencial,-0.2813693806232313,0.0289855072463768,0.0531400966183574,0.178743961352657,0.1062801932367149,0.072463768115942,0.0966183574879227,0.0144927536231884,0.0096618357487922,0.7404308915138245,0.0110408812761306,0.7514717727899551,0.7754349163964024,0.6988058343942287,0.8610474197787595,110.0,17.0,13.601036269430054,3.4909090909090907,0.0118483412322274,5.3455664694671245,0.0366677713567665,0.0,3.0,8.0,0.0160133444537114,0.4548458149779735,0.5451541850220264
53,presencial,-0.2506563073407167,0.0306451612903225,0.0935483870967742,0.1677419354838709,0.114516129032258,0.0580645161290322,0.0903225806451612,0.0209677419354838,0.0112903225806451,0.1070596948266029,0.0289576165378093,0.1360173113644123,0.9891548661625108,0.9761204839970284,0.9014131824604602,238.0,32.0,13.368794326241137,4.34453781512605,0.0230914231856738,4.707933348400316,0.0515827855126374,2.0,11.0,36.66666666666666,0.0091656915930929,0.6868932038834952,0.3131067961165049
54,presencial,-1.6288431756191253,0.0083333333333333,0.05,0.1916666666666666,0.1083333333333333,0.0333333333333333,0.1,0.0416666666666666,0.025,0.0530248172581195,0.0949107706546783,0.1479355879127979,0.8616916034924597,0.9497241892599824,0.8224809971719473,73.0,12.0,18.16216216216216,3.041095890410959,0.0235294117647058,5.963112941708839,0.025612591366016,0.0,1.0,2.0,0.0211187214611872,0.7172131147540983,0.2827868852459016
55,presencial,-0.1339181244618069,0.0677290836653386,0.0537848605577689,0.1374501992031872,0.1254980079681275,0.0597609561752988,0.1015936254980079,0.0179282868525896,0.0119521912350597,0.0986865535378456,0.0450137183070182,0.1437002718448639,1.089680766610338,1.0537991807185811,1.072383488145027,200.0,26.0,9.803333333333336,4.49,0.0273327049952874,4.199178159314934,0.0622390854627415,0.0,17.0,28.0,0.0112814070351758,0.572289156626506,0.4277108433734939
56,presencial,0.589851323178248,0.0365168539325842,0.0617977528089887,0.1713483146067415,0.1516853932584269,0.0449438202247191,0.0814606741573033,0.0168539325842696,0.0084269662921348,0.0997781977057457,0.2480681985616684,0.3478463962674141,0.8606226390828038,0.860850329517315,0.8821204718447502,148.0,22.0,12.710526315789476,4.108108108108108,0.0367647058823529,4.730294607174328,0.0705019777135949,0.0,8.0,18.0,0.0139731568302996,0.7376373626373627,0.2623626373626374
57,presencial,1.2778302866757747,0.0491803278688524,0.0491803278688524,0.1475409836065573,0.133879781420765,0.0300546448087431,0.087431693989071,0.0327868852459016,0.0136612021857923,0.014256615191698,0.1790392398834228,0.1932958550751209,0.9538825024530762,0.9177138662057004,0.8971499295941482,167.0,24.0,11.927232447171098,3.880239520958084,0.0238095238095238,4.62113228665514,0.046535435533636,0.0,6.0,15.0,0.0116874684366207,0.6957070707070707,0.3042929292929293
58,presencial,0.9414726254122102,0.0465116279069767,0.0428396572827417,0.1664626682986536,0.1138310893512851,0.0416156670746634,0.0942472460220318,0.0122399020807833,0.0379436964504283,0.1580712795257568,0.0503104217350482,0.2083817012608051,1.205187704791172,1.1487801917207234,1.1301700035252151,303.0,37.0,11.884892086330934,4.587458745874588,0.0260143198090692,4.299692483900087,0.0641298613633162,2.0,9.0,51.66666666666666,0.0075951303739645,0.7432885906040269,0.2567114093959731
59,presencial,-0.3788676152120412,0.0355648535564853,0.0397489539748954,0.1610878661087866,0.1234309623430962,0.0669456066945606,0.0920502092050209,0.0125523012552301,0.0502092050209205,0.3544851541519165,0.0219581145793199,0.3764432687312364,0.7697472735484014,0.7679042766652654,0.7465138553696334,217.0,30.0,12.213793103448277,4.0,0.0259653794940079,5.021780373253831,0.0421967751729845,1.0,5.5,13.333333333333334,0.0092592592592592,0.5431769722814499,0.4568230277185501
60,presencial,-0.1021534904314616,0.0165016501650165,0.0759075907590759,0.132013201320132,0.1419141914191419,0.0528052805280528,0.1023102310231023,0.0132013201320132,0.0198019801980198,0.7829446196556091,0.0109368972480297,0.7938815169036388,0.882668363592837,0.9391616687004356,0.948279927973402,158.0,25.0,14.624263839811547,3.5822784810126582,0.0166666666666666,5.195528609430055,0.0351342646666089,1.0,3.5,10.333333333333334,0.0114085301943078,0.791083916083916,0.2089160839160839
61,presencial,,,,,,,,,,,,,,,,,,,,,,,,,,,,
