Sujetos,Condición,Recuerdo_autop,Valencia_autop,Intensidad_autop,ValeInt_autop,num_palabras_unicas_norm,primera_persona_norm,tercera_persona_norm,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm,Positivo pysent,Negativo pysent,Intensidad pysent,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_LSC,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density,Detalles internos norm,Detalles externos norm
55,cfk,3.0,-1.0,3.0,-3.0,0.5818511614547459,0.0531914893617021,0.0585106382978723,0.1489361702127659,0.1117021276595744,0.0545212765957446,0.0811170212765957,0.0053191489361702,0.0106382978723404,0.0161520540714263,0.3676465451717376,0.383798599243164,1.0199930801764363,1.0047852043367975,0.9666641851434584,252.0,27.0,10.984158415841584,4.809523809523809,0.0379901960784313,4.265249462549111,0.0646200761793646,1.0,11.5,43.333333333333336,0.0095807247201669,0.3268428372739916,0.6731571627260083
56,cfk,2.0,0.0,2.0,0.0,-0.6496913124861864,0.0687830687830687,0.0476190476190476,0.1269841269841269,0.1428571428571428,0.0476190476190476,0.0529100529100529,0.0,0.0264550264550264,0.1489413231611251,0.0818997323513031,0.2308410555124282,1.0453848512214716,1.1798820301459914,1.0550727180164523,97.0,12.0,11.751412429378531,3.649484536082474,0.03125,4.789154872153345,0.0609431702907105,0.0,4.0,9.0,0.0190077319587628,0.8413978494623656,0.1586021505376344
57,cfk,1.0,0.0,3.0,0.0,-0.2785014727370283,0.0193050193050193,0.0888030888030888,0.138996138996139,0.1312741312741312,0.0424710424710424,0.1158301158301158,0.0193050193050193,0.0077220077220077,0.0181615520268678,0.5792037844657898,0.5973653364926577,0.9721245161938696,0.9237443819766408,0.8655348557576,125.0,17.0,12.122655122655123,3.68,0.0203761755485893,4.88654262440056,0.0484905679650777,1.0,2.5,12.333333333333334,0.0148387096774193,0.4655172413793103,0.5344827586206896
58,cfk,,,,,-1.5369072991000647,0.0551181102362204,0.0866141732283464,0.1417322834645669,0.1259842519685039,0.0157480314960629,0.0944881889763779,0.0078740157480314,0.0157480314960629,0.0115763023495674,0.6870486736297607,0.6986249759793282,0.5885545799211898,0.7382136270313838,0.7584809137049832,71.0,11.0,13.275210084033612,3.267605633802817,0.027027027027027,5.157695078031297,0.0768004817300591,2.0,2.0,8.666666666666666,0.0233400402414486,0.2179487179487179,0.782051282051282
59,cfk,3.0,-1.0,3.0,-3.0,0.4420122177473814,0.0214007782101167,0.0544747081712062,0.1478599221789883,0.1478599221789883,0.0544747081712062,0.122568093385214,0.0019455252918287,0.0505836575875486,0.0204742643982172,0.5342240929603577,0.5546983573585749,0.8133596214868231,0.8030734119545138,0.765807624859372,248.0,32.0,14.655414908579468,3.814516129032258,0.0190249702734839,5.0891102323408735,0.0551207285541049,3.0,9.5,26.0,0.0077216925688912,0.775709219858156,0.2242907801418439
60,cfk,3.0,-1.0,3.0,-3.0,-0.290330972805207,0.0272952853598014,0.0769230769230769,0.1339950372208436,0.1240694789081885,0.0248138957816377,0.0918114143920595,0.0049627791563275,0.009925558312655,0.0112549494951963,0.6209181547164917,0.632173104211688,0.9055763234536018,0.931760936334664,0.9589731491459116,150.0,16.0,16.190891472868223,4.586666666666667,0.0508771929824561,4.568868020510151,0.090290545379066,0.0,11.0,50.0,0.0153914988814317,0.5104938271604939,0.4895061728395061
61,cfk,3.0,-1.0,4.0,-4.0,0.278685200856577,0.0952380952380952,0.0555555555555555,0.1269841269841269,0.2142857142857142,0.0238095238095238,0.1031746031746031,0.0,0.0079365079365079,0.0504904463887214,0.3169236779212951,0.3674141243100166,0.951229286920024,0.9486487875085956,1.2420140870668126,75.0,12.0,15.488603988603984,3.12,0.0364583333333333,5.639344729344691,0.0552941176470588,0.0,1.0,3.0,0.021081081081081,0.8075539568345323,0.1924460431654676
62,cfk,3.0,1.0,3.0,3.0,1.3920381255439709,0.0747663551401869,0.0990654205607476,0.1364485981308411,0.1514018691588785,0.022429906542056,0.1065420560747663,0.005607476635514,0.0130841121495327,0.0238659270107746,0.2619228363037109,0.2857887633144855,1.146421889180304,1.1147516346585802,1.0784058771750114,205.0,25.0,12.352941176470589,4.31219512195122,0.039282250242483,4.6165826230066624,0.1005139699948945,0.0,5.0,47.0,0.0105691056910569,0.768,0.232
63,cfk,2.0,-1.0,2.0,-2.0,-1.6792524680539072,0.0203252032520325,0.056910569105691,0.1260162601626016,0.1626016260162601,0.0284552845528455,0.1422764227642276,0.0121951219512195,0.0040650406504065,0.0227596275508403,0.6217749714851379,0.6445345990359783,0.8887330863940874,0.800217121501705,0.7680575525428575,123.0,20.0,13.991031390134532,3.6260162601626016,0.0402298850574712,5.375247295913843,0.0370627032925943,1.0,2.5,10.333333333333334,0.0148607223777155,0.4014869888475836,0.5985130111524164
64,cfk,3.0,0.0,3.0,0.0,-0.2291666666666666,0.0502092050209205,0.0502092050209205,0.1506276150627615,0.1171548117154811,0.0167364016736401,0.1108786610878661,0.006276150627615,0.0376569037656903,0.0233441740274429,0.2250180095434188,0.2483621835708618,0.8419194394742782,0.7861616461509797,0.7796737928921781,185.0,22.0,11.775308641975313,4.378378378378378,0.0439739413680781,4.545787061906605,0.0655626207385357,2.0,8.0,40.66666666666666,0.0118977673325499,0.7050092764378478,0.2949907235621521
65,cfk,2.0,-1.0,2.0,-2.0,-0.1775587046473901,0.0380622837370242,0.0795847750865051,0.1764705882352941,0.0968858131487889,0.0484429065743944,0.0726643598615917,0.0069204152249134,0.0138408304498269,0.0347549356520175,0.1421637386083603,0.1769186742603778,0.9086852279674716,0.8964308352293572,0.8288459201527071,126.0,16.0,11.485026041666668,4.063492063492063,0.027027027027027,4.618786185515876,0.0679409026645671,0.0,4.0,16.0,0.0162539682539682,0.5592948717948718,0.4407051282051282
