Sujetos,Condición,Percepción cuánto recuerdo,Valencia percibida recuerdo,Valencia percibida -5 a +5,Intensidad percibida recuerdo,Nro palabras únicas,Intensidad pysent,Positivo pysennt,Negativo pysent,Neutro pysennt,Nro sust,Nro verb,Nro adj,Nro numeral,Nro propn,Nro advs,Coherencia norm,Evolucion coherencia norm,Detalles internos,Detalles externos,Total word count ruben
21,arabia,1.0,0.0,1.0,1.0,-1.1417254140137465,0.7898166012018919,0.009508056566119194,0.7803085446357727,0.21018339693546295,21,17,7,0,5,24,0.9415500455707179,"[0.9415500455707179, 0.9889039388095044, 0.9637386176079266, 0.9408237788294965, 0.7520137805015714, 0.8921395857223245]",80.5,103.5,184
22,arabia,5.0,-1.0,2.0,2.0,-0.6872956252113417,0.1504482850432396,0.1030203327536583,0.0474279522895813,0.8495517373085022,108,60,31,9,11,44,0.9003278978210423,"[0.9003278978210423, 0.8658240023275847, 0.8657136613545116, 0.8474315741346057, 0.8387989688023373, 0.8780753755901975, 0.8447095988281585, 0.8585700864540025, 0.8904723859347494, 0.8662321553080462, 0.8302149333718456, 0.8288172519172237, 0.8280475054486615, 0.8534835928342733, 0.8326238318891318, 0.8568947417924069, 0.8625148086911056, 0.8308760139553659, 0.8296343146927286, 0.7763342582226739, 0.7816370942160672, 0.890662783305276, 0.7615242506045447]",397.5,163.5,561
23,arabia,3.0,0.0,2.0,2.0,0.18519881093773558,0.5980846453458071,0.016760366037487984,0.5813242793083191,0.4019153118133545,38,36,6,0,6,26,0.9039628366005599,"[0.9039628366005599, 0.9112180233608541, 0.9357383581527041, 0.8671149466370821]",203.25,35.75,239
24,arabia,3.0,1.0,4.0,4.0,-0.26736062139821976,0.45312561094760895,0.026478245854377747,0.4266473650932312,0.5468744039535522,41,36,9,0,4,28,1.0148393782450371,"[1.0148393782450371, 0.980090939003342, 0.9441251154757073, 0.9722355021967998, 1.0075683697312663, 0.96942801363452, 0.9852474903660312]",195.75,86.25,282
25,arabia,2.0,0.0,1.0,1.0,-1.111031109306597,0.23147056996822357,0.07297161221504211,0.15849895775318146,0.7685295343399048,21,25,7,1,2,18,1.084458190990478,"[1.084458190990478, 1.1216939217986586, 1.099646180473135]",140.25,55.75,196
26,arabia,4.0,0.0,4.0,4.0,1.357042915399861,0.16512765735387802,0.08276740461587906,0.08236025273799896,0.8348723649978638,121,105,34,6,19,58,0.9752800205868882,"[0.9752800205868882, 0.9367458006415281, 0.9487733886677325, 0.9475984847774324, 0.954051370377022, 0.9304743541266467, 0.9049355118702341, 0.9264936412324106, 0.8811347993367122, 0.920694395940483, 0.8529523507960688, 0.8136099664456266, 0.7722715629577095, 0.7396867563481435, 0.7496741152381229, 0.7984144866844425, 0.6663117157455578]",547.75,235.25,783
27,arabia,1.0,0.0,1.0,1.0,-0.5786913866044946,0.8398681737016886,0.0037921525072306395,0.836076021194458,0.16013187170028687,44,49,6,5,5,37,1.124612451759975,"[1.124612451759975, 1.0993690246409742, 1.0405838230343203, 1.042846141526776]",127.5,155.5,283
28,arabia,4.0,0.0,3.0,3.0,0.2620417706846642,0.572912834584713,0.02390863746404648,0.5490041971206665,0.4270871877670288,65,57,27,7,5,50,0.9097156002495981,"[0.9097156002495981, 0.8758405770853261, 0.8344784556549135, 0.8889100252864566, 0.8454385245340431, 0.8485576790854333, 0.8433225165101393, 0.8431317833136276, 0.8611366126342633, 0.8407374290320634, 0.8621444369333949, 0.8385808250300146, 0.8741118673357822, 0.8291185452328628, 0.7901317222259272, 0.8214100032545055, 0.821994326925574, 0.8803559418979435, 0.8295968782026258, 0.8361223240413974, 0.8037199856741798, 0.7879502161419704, 0.7835493291188714, 0.846974841499435, 0.8236890220886673, 0.8277537710368997, 0.8450583963467205, 0.8247943129181027, 0.7386492306528771, 0.6575306983200324, 0.7921313133182712, 0.6435785680849917, 0.5495316097569163, 0.3614665002530011, 0.6091935808109276]",402.25,114.75,517
29,arabia,2.0,-1.0,3.0,3.0,-0.7301619151763586,0.8515813341364264,0.004587887786328793,0.8469934463500977,0.14841870963573456,31,22,3,3,2,18,1.0178114071434354,"[1.0178114071434354, 0.9812530891590103, 0.9920819648659244]",124.25,53.75,178
30,arabia,5.0,-1.0,4.0,4.0,0.8814715274222119,0.35340744256973267,0.0315605103969574,0.32184693217277527,0.6465925574302673,64,53,18,4,1,42,1.0111584849210693,"[1.0111584849210693, 0.9961020293255972, 0.9786897969266818, 0.9217818434277331, 0.975712573750263, 1.0245431654892583, 0.9678525569522054, 0.8351737378732433, 0.8654549942654165]",294.0,98.0,392
