Sujetos,Condición,Percepción cuánto recuerdo,Valencia percibida recuerdo,Valencia percibida -5 a +5,Intensidad percibida recuerdo,Intensidad pysent,Positivo pysennt,Negativo pysent,Nro palabras únicas,num noun norm,num verb norm,num adj norm,num advs norm,num numeral norm,num propn norm,primera_persona_norm,tercera_persona_norm,cohe_norm_d=1,cohe_norm_d=2,cohe_norm_d=3,num_nodes_norm,Comunidades_LSC,diámetro,k_mean,transitivity,ASP,average_CC,selfloops,L2,L3,density,Detalles internos norm,Detalles externos norm
11,campeones_del_mundo,4.0,1.0,3.0,3.0,0.238654725253582,0.10053461045026779,0.1381201148033142,1.6191500585306864,0.1638297872340425,0.1340425531914893,0.025531914893617,0.0723404255319148,0.0085106382978723,0.025531914893617,0.051063829787234,0.0680851063829787,0.991694133988766,1.0273549340159491,1.0009291592983338,1.0,24,12.39291465378422,3.924170616113744,0.0218905472636815,4.638651733086272,0.0562168973461561,1,7.5,22.33333333333333,0.0093432633716993,0.8581560283687943,0.14184397163120568
12,campeones_del_mundo,5.0,1.0,3.0,3.0,0.4846833422780037,0.05695659667253494,0.42772674560546875,1.9017095105597133,0.1436950146627566,0.1671554252199413,0.0527859237536656,0.0850439882697947,0.0058651026392961,0.0586510263929618,0.0410557184750733,0.0557184750733137,0.9952965987385384,0.9976417367330848,0.9576762705659888,0.9936305732484076,21,12.834760273972606,3.730769230769231,0.0208845208845208,5.205562200448742,0.0437552350966435,0,3.0,13.0,0.0120347394540942,0.8922764227642277,0.10772357723577236
13,campeones_del_mundo,5.0,1.0,2.0,2.0,0.23820574581623077,0.08358217775821686,0.15462356805801392,1.5637503640627468,0.1610942249240121,0.1337386018237082,0.0455927051671732,0.0911854103343465,0.0091185410334346,0.060790273556231,0.033434650455927,0.0820668693009118,0.8789045153237731,0.937065750668311,0.9057912511903194,1.0,25,15.451505016722406,3.5384615384615383,0.011056511056511,5.669468930434103,0.0366868551935509,0,4.0,10.0,0.0105311355311355,0.8819241982507289,0.11807580174927114
14,campeones_del_mundo,4.0,1.0,5.0,5.0,0.5792838092893362,0.5577632784843445,0.021520530804991722,1.9229022149442645,0.1432748538011695,0.1666666666666666,0.0292397660818713,0.0818713450292397,0.0029239766081871,0.0116959064327485,0.067251461988304,0.0497076023391812,1.0081686138732295,1.0333478266523095,1.021636863822655,1.0,24,13.454810495626816,3.8684210526315783,0.0285714285714285,4.949665794196506,0.0454142975368737,0,10.0,16.0,0.0128093412338794,0.8013513513513514,0.19864864864864865
15,campeones_del_mundo,4.0,1.0,4.0,4.0,0.9208119143731892,0.004061006475239992,0.9167509078979492,1.904359176148189,0.1421725239616613,0.1869009584664537,0.0463258785942492,0.0830670926517571,0.0223642172523961,0.0255591054313099,0.0383386581469648,0.0511182108626198,0.8826257801567259,0.8705281726153923,0.8794861392659755,0.9956140350877192,26,12.883561643835618,4.493392070484582,0.0358078602620087,4.507128014132561,0.0599550563284845,2,14.0,46.66666666666666,0.0099411328993021,0.9057719054242003,0.09422809457579973
16,campeones_del_mundo,4.0,1.0,5.0,5.0,0.3847418874502182,0.35215091705322266,0.032590970396995544,0.9155837759558929,0.192170818505338,0.1245551601423487,0.0676156583629893,0.099644128113879,0.0035587188612099,0.0142348754448398,0.0320284697508896,0.0462633451957295,0.8431387960756218,0.8125068936257152,0.7866582279113026,0.993421052631579,23,17.526923076923076,3.4304635761589406,0.0153256704980842,5.969483036169342,0.0264600541146991,0,2.0,6.0,0.0114348785871964,0.6588050314465409,0.3411949685534591
17,campeones_del_mundo,5.0,1.0,4.0,4.0,0.37392937391996384,0.31233710050582886,0.06159227341413498,1.9049315334494707,0.1335656213704994,0.1904761904761904,0.0290360046457607,0.1126596980255516,0.0058072009291521,0.0476190476190476,0.0418118466898954,0.0545876887340302,0.8603000972945495,0.8467997847382565,0.8563941740739089,0.99672131147541,37,15.661659513590848,4.592105263157895,0.0323819978046103,4.65221588795208,0.0616486975011965,1,12.5,55.333333333333336,0.0075777314573562,0.8780295047418335,0.12197049525816649
18,campeones_del_mundo,5.0,1.0,5.0,5.0,0.8574567320756614,0.8507140278816223,0.006742704194039106,1.7753231793543862,0.1310228233305156,0.1639898562975486,0.0321217244294167,0.0997464074387151,0.0152155536770921,0.0464919695688926,0.0253592561284869,0.0676246830092984,0.8935141932427794,0.9189993420862252,0.9102229510346777,1.0,40,12.6413433908046,5.333333333333333,0.0387263339070568,4.08258133028826,0.1093489188259298,3,25.5,130.0,0.0076849183477425,0.6844331641285956,0.3155668358714044
19,campeones_del_mundo,5.0,1.0,5.0,5.0,0.8151568360626698,0.8051897287368774,0.009967107325792313,1.2124105665549385,0.1697416974169741,0.1476014760147601,0.051660516605166,0.0996309963099631,0.0,0.007380073800738,0.040590405904059,0.029520295202952,0.8123728744814036,0.8291623909915431,0.7644432463266306,0.9924812030075189,19,12.788,3.772727272727273,0.0154639175257731,5.0211378672219125,0.0324042189572492,2,6.0,10.666666666666666,0.0143997224149895,0.8725961538461539,0.12740384615384615
20,campeones_del_mundo,4.0,1.0,5.0,5.0,0.7727770991623402,0.7580049633979797,0.014772135764360428,1.8265387385336835,0.1596958174904943,0.1140684410646387,0.0513307984790874,0.091254752851711,0.0076045627376425,0.0323193916349809,0.0437262357414448,0.05893536121673,0.8025257642877934,0.782412531377687,0.7934240320955688,0.9774774774774776,28,12.925601750547049,4.1658986175115205,0.0284916201117318,4.741061947002775,0.0452457991961959,2,8.0,35.666666666666664,0.0096432838368322,0.8032490974729242,0.1967509025270758
21,campeones_del_mundo,5.0,0.0,5.0,5.0,0.840049603022635,0.8305400609970093,0.009509542025625706,1.6990605687218785,0.1384615384615384,0.1606837606837607,0.029059829059829,0.1179487179487179,0.0068376068376068,0.0341880341880341,0.0427350427350427,0.0512820512820512,0.8031493190503075,0.8244497848940362,0.7780925504776544,1.0,30,14.469844357976651,4.128514056224899,0.0209347614410905,5.007002923832967,0.0391514959039311,0,8.0,29.0,0.0083236170488405,0.6656151419558359,0.334384858044164
22,campeones_del_mundo,5.0,1.0,4.0,4.0,0.25605131685733795,0.15731453895568848,0.09873677790164948,1.6649978526246587,0.1764705882352941,0.1367521367521367,0.0613373554550025,0.0824534942182001,0.0186023127199597,0.0447461035696329,0.0211161387631975,0.0633484162895927,0.90205140129381,0.891032837072871,0.8635823277665114,0.9983050847457628,58,13.47415703056238,5.32427843803056,0.0233218717297054,4.260084048565267,0.0905636978400635,7,38.5,148.33333333333334,0.0045274476513865,0.7958515283842795,0.20414847161572053
23,campeones_del_mundo,4.0,1.0,4.0,4.0,0.7038378557190299,0.6926904916763306,0.011147364042699337,1.6558952507373979,0.1745562130177514,0.1183431952662721,0.0502958579881656,0.1035502958579881,0.0118343195266272,0.0266272189349112,0.0118343195266272,0.0502958579881656,0.984591010511656,0.9368791783396468,0.9395665368294293,1.0,24,13.663366336633665,3.859872611464968,0.023391812865497,4.892109715625805,0.0283593617988522,0,3.0,11.0,0.0123713865752082,0.7403846153846154,0.25961538461538464
24,campeones_del_mundo,5.0,1.0,5.0,5.0,0.4562338665127754,0.0591076985001564,0.397126168012619,1.8025280603944482,0.1691176470588235,0.1213235294117647,0.0404411764705882,0.0808823529411764,0.0091911764705882,0.0202205882352941,0.0422794117647058,0.0680147058823529,0.7816419808459666,0.7838408792977408,0.7657756503394065,0.9956140350877192,30,11.570247933884298,4.255506607929515,0.020017793594306,4.464302349195877,0.0442838591501649,0,5.0,21.0,0.0094148376281626,0.7782861896838602,0.22171381031613976
25,campeones_del_mundo,3.0,1.0,2.0,2.0,0.7128608957864344,0.7059335112571716,0.006927384529262781,1.3090366535394555,0.1396508728179551,0.1446384039900249,0.0523690773067331,0.084788029925187,0.0024937655860349,0.0074812967581047,0.0573566084788029,0.0598503740648379,0.9785799306285884,0.992513210787196,0.9557585652662464,1.0,24,11.608404966571158,4.081871345029239,0.0220949263502455,4.621448468259433,0.0324327999475861,0,5.0,11.0,0.0120055039559683,0.7096774193548387,0.2903225806451613
26,campeones_del_mundo,3.0,1.0,4.0,4.0,0.32354196161031723,0.04512246698141098,0.27841949462890625,-0.14178060310147803,0.1337579617834395,0.1762208067940552,0.0339702760084925,0.0912951167728237,0.0042462845010615,0.0254777070063694,0.0530785562632696,0.0849256900212314,0.9032455223169288,0.9126977542259916,0.926174435740209,1.0,27,13.85956416464891,4.150753768844221,0.0376344086021505,4.569527926152593,0.07744848968293,0,10.0,43.0,0.0104817014364753,0.7106796116504854,0.28932038834951457
27,campeones_del_mundo,3.0,1.0,4.0,4.0,0.8369092005304992,0.006753470283001661,0.8301557302474976,1.6878498775964426,0.1736111111111111,0.1481481481481481,0.037037037037037,0.0856481481481481,0.0092592592592592,0.0254629629629629,0.0185185185185185,0.0625,0.8434126069789333,0.8145222587015166,0.8211770540742036,1.0,24,13.071960297766744,3.9704433497536944,0.0232558139534883,4.957365453630723,0.0505346135170111,2,6.0,19.666666666666668,0.0098278300736477,0.8636363636363636,0.13636363636363635
28,campeones_del_mundo,4.0,1.0,3.0,3.0,0.1560632809996605,0.09168022125959396,0.06438305974006653,1.3174877914978946,0.1407407407407407,0.1407407407407407,0.0296296296296296,0.1125925925925925,0.0133333333333333,0.0414814814814814,0.0444444444444444,0.0133333333333333,0.8099050444525965,0.7456898242410499,0.763532765766857,1.0,26,11.863327370304116,4.860869565217391,0.0359765051395007,4.408519456825306,0.0534840284001372,2,11.0,46.66666666666666,0.0106132523258021,0.7358247422680413,0.26417525773195877
29,campeones_del_mundo,4.0,1.0,3.0,3.0,0.5126510597765446,0.024480585008859634,0.48817047476768494,1.9118713305275703,0.1798418972332015,0.1482213438735178,0.0415019762845849,0.0889328063241106,0.0138339920948616,0.0296442687747035,0.0395256916996047,0.075098814229249,0.85091819593263,0.8199233189495209,0.7781256987545002,0.9961089494163424,35,13.609052631578944,3.703125,0.0105363984674329,5.069750309598264,0.0391132927817466,0,5.0,18.0,0.0072610294117647,0.9019114688128773,0.09808853118712274
30,campeones_del_mundo,5.0,1.0,4.0,4.0,0.8237082348205149,0.007102309260517359,0.8166059255599976,1.0625958138788307,0.1678321678321678,0.1585081585081585,0.0372960372960372,0.0885780885780885,0.0116550116550116,0.0093240093240093,0.0769230769230769,0.0512820512820512,0.9180898943955464,0.7802020448284754,0.8118335959756536,1.0,25,10.906801007556677,4.157068062827225,0.0225385527876631,4.5671715787022045,0.0544215418277024,0,12.0,25.0,0.0109396527969137,0.7078384798099763,0.2921615201900237
1,presencial,4.0,1.0,5.0,5.0,0.49530290625989437,0.023927053436636925,0.47137585282325745,1.5820179732325106,0.16,0.1309090909090909,0.0545454545454545,0.0945454545454545,0.0072727272727272,0.0436363636363636,0.0218181818181818,0.04,0.9262365427511238,0.8838227928060827,0.8738652447600915,0.9933774834437086,22,16.242248062015502,3.4266666666666667,0.014367816091954,5.641361631581905,0.0294271212660107,0,4.0,6.0,0.0114988814317673,0.7672697368421053,0.23273026315789475
2,presencial,2.0,0.0,2.0,2.0,0.09021318890154362,0.026938514783978462,0.06327467411756516,0.5839310814917203,0.1278409090909091,0.1590909090909091,0.0568181818181818,0.0681818181818181,0.0227272727272727,0.034090909090909,0.0227272727272727,0.0710227272727272,0.9291412922271708,0.8725092870906883,0.8223053644191654,1.0,24,15.469135802469136,3.789473684210526,0.0220883534136546,5.309443149146067,0.0503079247491555,1,2.5,16.333333333333332,0.0111455108359133,0.6521739130434783,0.34782608695652173
3,presencial,3.0,1.0,4.0,4.0,0.570236224681139,0.5202295184135437,0.05000670626759529,-0.4982591342324569,0.1436170212765957,0.1223404255319148,0.0691489361702127,0.1117021276595744,0.0106382978723404,0.0212765957446808,0.0212765957446808,0.0585106382978723,0.8713546683899993,0.8562861465345198,0.8080726384961764,0.9910714285714286,19,13.07865168539326,3.189189189189189,0.015432098765432,5.699282224001416,0.0167090299056243,0,3.0,2.0,0.0144963144963144,0.4052132701421801,0.5947867298578199
4,presencial,2.0,0.0,1.0,1.0,0.21429808251559734,0.1974261850118637,0.016871897503733635,-1.1174093959769016,0.1699507389162561,0.1009852216748768,0.0591133004926108,0.0935960591133004,0.0369458128078817,0.041871921182266,0.0123152709359605,0.105911330049261,1.0206058980503672,0.9375852052825616,0.8898203969864834,1.0,26,12.218918918918922,3.8341968911917097,0.0198863636363636,5.054869656735242,0.0501527627124899,2,5.0,15.666666666666666,0.0099848877374784,0.6041162227602905,0.39588377723970947
5,presencial,1.0,0.0,2.0,2.0,0.3478550184518099,0.008229898288846016,0.33962512016296387,-0.6398034400707342,0.1277372262773722,0.156934306569343,0.0510948905109489,0.0912408759124087,0.010948905109489,0.0328467153284671,0.0401459854014598,0.0510948905109489,0.929138643369798,0.863932017375459,0.8457549483453453,0.9849624060150376,18,12.244836601307188,3.862595419847328,0.0123839009287925,4.829660737107766,0.0148533587894396,0,2.0,5.0,0.014856136230182,0.5047169811320755,0.49528301886792453
6,presencial,5.0,1.0,5.0,5.0,0.7249225955456495,0.011770842596888542,0.713151752948761,0.2771196657058211,0.1722222222222222,0.124074074074074,0.0444444444444444,0.0796296296296296,0.0111111111111111,0.0203703703703703,0.0407407407407407,0.0425925925925925,0.9760411176617916,0.9861601098647164,0.9748121349464778,1.0,27,11.541489361702128,4.253393665158371,0.0229885057471264,4.585017059255828,0.0476785960107055,1,8.5,20.33333333333333,0.0096668037844508,0.699468085106383,0.300531914893617
7,presencial,3.0,1.0,3.0,3.0,0.3410194590687752,0.054533518850803375,0.2864859402179718,-0.8455842836284104,0.1455223880597015,0.0970149253731343,0.0597014925373134,0.0820895522388059,0.0373134328358208,0.0149253731343283,0.0186567164179104,0.085820895522388,0.910836124480318,0.8757141399638955,0.7915444117661912,0.9924242424242424,20,16.93939393939394,3.5114503816793894,0.0293367346938775,5.332003238491833,0.0532875834083757,1,3.5,8.333333333333334,0.0135055783910745,0.8120567375886525,0.1879432624113475
8,presencial,3.0,0.0,3.0,3.0,0.36560436338186264,0.25407150387763977,0.11153285950422287,0.5550485496522615,0.1944444444444444,0.1898148148148148,0.0231481481481481,0.074074074074074,0.0231481481481481,0.0046296296296296,0.0555555555555555,0.0324074074074074,0.7502468521150919,0.7296402406684408,0.7615890702725143,1.0,17,13.573232323232324,3.327731092436975,0.0076530612244897,5.290912076180861,0.0295300952041909,0,2.0,7.0,0.0141005554764278,0.9681818181818181,0.031818181818181815
9,presencial,3.0,1.0,4.0,4.0,0.38418825156986713,0.022597985342144966,0.36159026622772217,0.055398956844185714,0.1560150375939849,0.1466165413533834,0.0526315789473684,0.0526315789473684,0.0244360902255639,0.0469924812030075,0.056390977443609,0.0695488721804511,0.8265314605921595,0.7932945421742498,0.8160560647723785,0.9959183673469388,36,15.944384835479251,3.8114754098360657,0.017094017094017,5.4177248022040985,0.0388047566667092,2,7.0,28.666666666666668,0.0078425419955474,0.6787190082644629,0.3212809917355372
10,presencial,3.0,1.0,4.0,4.0,0.21113015711307526,0.024294346570968628,0.18683581054210663,-0.314146131410772,0.1543942992874109,0.1211401425178147,0.0546318289786223,0.0665083135391924,0.01187648456057,0.0261282660332541,0.0261282660332541,0.0712589073634204,0.9019892187501012,0.874298355611446,0.9100043050639752,1.0,26,12.048257372654156,3.786802030456853,0.0194986072423398,4.822882424972208,0.0484375795849876,1,8.5,22.33333333333333,0.0096602092613695,0.860236220472441,0.13976377952755906
11,presencial,3.0,0.0,5.0,5.0,0.3750603124499321,0.05954357236623764,0.31551674008369446,0.39491464842211865,0.1640866873065015,0.0990712074303405,0.0712074303405572,0.0990712074303405,0.0154798761609907,0.0185758513931888,0.0309597523219814,0.0433436532507739,1.0479705688400989,1.0282858237966672,1.0329473431362484,1.0,25,17.642384105960268,3.63855421686747,0.032064128256513,5.285921802804173,0.047618394187188,0,4.0,17.0,0.0110259218692953,0.6281512605042017,0.37184873949579833
12,presencial,,,,,0.11477194726467133,0.06028991565108299,0.05448203161358833,-0.5908223722127263,0.1463414634146341,0.1382113821138211,0.08130081300813,0.032520325203252,0.032520325203252,0.065040650406504,0.056910569105691,0.048780487804878,0.9567173497614893,0.827123495733287,0.7188697054837561,0.9864864864864864,14,13.14782608695652,3.1232876712328768,0.0069444444444444,5.914701211038246,0.0185257664709719,1,2.5,2.333333333333333,0.0216894977168949,0.46551724137931033,0.5344827586206896
13,presencial,4.0,1.0,4.0,4.0,0.18708036839962006,0.06571542471647263,0.12136494368314743,0.12145633895632994,0.1813725490196078,0.1176470588235294,0.0539215686274509,0.0588235294117647,0.0196078431372549,0.0735294117647058,0.0098039215686274,0.0735294117647058,0.87598450676779,0.7540045357537872,0.8017502312530514,0.9734513274336284,18,15.502747252747248,3.2545454545454544,0.0266272189349112,5.403007275598962,0.0299898333989243,0,0.0,3.0,0.014929107589658,0.8800448430493274,0.11995515695067265
14,presencial,2.0,0.0,4.0,4.0,0.1940554529428482,0.11534099280834198,0.07871446013450623,-0.30485035114970066,0.1802325581395348,0.1104651162790697,0.0523255813953488,0.0872093023255814,0.005813953488372,0.0174418604651162,0.0116279069767441,0.0755813953488372,0.8940834395392095,0.8091973485846852,0.6458543523686955,0.9896907216494846,16,16.574074074074076,3.3541666666666665,0.028169014084507,5.639163124503698,0.0662037418893654,0,2.0,12.0,0.0176535087719298,0.7976973684210527,0.20230263157894737
15,presencial,2.0,0.0,2.0,2.0,0.24135969206690788,0.1995072215795517,0.041852470487356186,-0.1036385946203097,0.1545893719806763,0.1304347826086956,0.0531400966183574,0.0772946859903381,0.0338164251207729,0.038647342995169,0.0,0.0434782608695652,1.0652102066544726,0.9574642153557418,1.0071628128368433,0.9423076923076924,16,12.819444444444445,3.5510204081632653,0.0157342657342657,4.889289513056041,0.0365216544159429,0,6.0,5.0,0.018304228908058,0.7045454545454546,0.29545454545454547
16,presencial,2.0,0.0,3.0,3.0,0.7614151798188686,0.00997227057814598,0.7514429092407227,0.07042952122737638,0.1394230769230769,0.1394230769230769,0.0576923076923076,0.110576923076923,0.0144230769230769,0.0048076923076923,0.0384615384615384,0.0384615384615384,0.9195310392541785,0.9182677351423992,0.8654048238710073,0.9833333333333332,19,15.996287128712876,3.389830508474576,0.0281385281385281,5.401554048820692,0.0194423840963389,0,2.0,5.0,0.0144864551644212,0.6024590163934426,0.3975409836065574
17,presencial,5.0,1.0,5.0,5.0,0.2131851650774479,0.061677489429712296,0.1515076756477356,-0.05528825031119844,0.1592505854800937,0.1428571428571428,0.0444964871194379,0.1100702576112412,0.0070257611241217,0.0234192037470726,0.0491803278688524,0.0444964871194379,0.9593065234248014,0.9328178968169204,0.8844192970426269,0.9945652173913044,22,11.065476190476188,4.120218579234972,0.0295950155763239,4.745961787872555,0.0502243166654007,0,9.0,23.0,0.011319281811085,0.6365740740740741,0.36342592592592593
18,presencial,5.0,1.0,4.0,4.0,0.3352433331310749,0.017534900456666946,0.31770843267440796,0.004071842154482595,0.1915492957746478,0.1014084507042253,0.0732394366197183,0.080281690140845,0.0197183098591549,0.0197183098591549,0.0098591549295774,0.0774647887323943,0.9065374454133702,0.8559643135993026,0.8642197363735677,1.0,29,12.936936936936938,5.186915887850467,0.0529908972691807,4.374547421582484,0.0874765391977694,0,15.0,58.0,0.0121758588916677,0.3997194950911641,0.6002805049088359
19,presencial,2.0,1.0,2.0,2.0,0.8685932317748666,0.004294649697840214,0.8642985820770264,-1.1489704787700872,0.1698113207547169,0.1132075471698113,0.0566037735849056,0.0566037735849056,0.0188679245283018,0.0,0.0188679245283018,0.0754716981132075,0.4636965284933284,0.4716116023451878,0.3882922692398927,0.8636363636363636,7,12.727272727272725,2.5789473684210527,0.0,5.916824001034517,0.0533625730994152,0,0.0,2.0,0.034850640113798,0.6,0.4
20,presencial,3.0,0.0,4.0,4.0,0.5094675254076719,0.022924913093447685,0.48654261231422424,0.24662126427459036,0.1294964028776978,0.1079136690647482,0.0827338129496402,0.1258992805755395,0.0251798561151079,0.0431654676258992,0.014388489208633,0.0467625899280575,0.9226337584393784,0.8976860112065477,0.8587416230584641,0.9935064935064936,24,15.839552238805972,3.4901960784313726,0.0207253886010362,5.370761833034726,0.0193395247969953,0,5.0,9.0,0.0114809081527347,0.6973684210526315,0.3026315789473684
21,presencial,3.0,0.0,4.0,4.0,0.22482893243432045,0.16682401299476624,0.058004919439554214,0.1298645020679142,0.1412103746397694,0.1354466858789625,0.0576368876080691,0.1210374639769452,0.0144092219020172,0.0172910662824207,0.031700288184438,0.0345821325648415,0.7375223929339605,0.8024828053094416,0.7242890102414011,1.0,27,13.490445859872612,3.806060606060606,0.0252525252525252,5.110585150871425,0.0384148594210513,1,3.5,18.33333333333333,0.0116038433111603,0.6574754901960784,0.3425245098039216
22,presencial,4.0,1.0,2.0,2.0,0.45613410137593746,0.4290921688079834,0.027041932567954063,0.5033714438167572,0.1875,0.1296296296296296,0.0516975308641975,0.0787037037037037,0.0285493827160493,0.0138888888888888,0.0432098765432098,0.0771604938271604,0.9540599467796866,0.9313111722866348,0.9183693737280982,0.9976076555023924,48,12.623886255924171,5.05515587529976,0.0292867264997638,4.221004820547037,0.0816762173958238,2,17.0,117.66666666666669,0.006075908503966,0.7524449877750611,0.24755501222493886
23,presencial,3.0,0.0,2.0,2.0,0.8506612805649638,0.0066788820549845695,0.8439823985099792,-0.5229142897065463,0.1494252873563218,0.1149425287356321,0.0747126436781609,0.0804597701149425,0.0402298850574712,0.0057471264367816,0.0344827586206896,0.0517241379310344,0.9143049536008016,0.9367735954504588,0.9441418501529004,0.9894736842105264,18,12.60126582278481,3.3404255319148937,0.03125,4.997255899788351,0.0811769049616197,0,2.0,9.0,0.0179592770533058,0.6304347826086957,0.3695652173913043
24,presencial,2.0,0.0,3.0,3.0,0.26916756480932236,0.04063085466623306,0.2285367101430893,-0.7848327918463868,0.1762452107279693,0.1264367816091954,0.053639846743295,0.0919540229885057,0.0076628352490421,0.0153256704980842,0.0153256704980842,0.0957854406130268,1.0000104589425105,0.9451781922864392,0.905071161663419,1.0,19,12.201476793248943,3.674418604651162,0.0248447204968944,5.061728728677997,0.0470658073771735,0,3.0,11.0,0.0143531976744186,0.5,0.5
